Job_ID,Job_Title,Company,City,State,Country,Work_Mode,Experience_Level,Experience_Years,Salary_LPA,Open_Positions,Skills,Industry,Annual_Salary_INR,Applications,Education,Employment_Type,Posting_Date,Company_Rating,Job_Status
3833,BI Developer,Amazon,Bengaluru,Tamil Nadu,India,Hybrid,Mid,3,3,13,"Python,Pandas",Education,1445847,342,Bachelor,Internship,2026-04-28,53,Open
3834,Data Scientist,Capgemini,Chennai,Maharashtra,India,Hybrid,Entry,1,24,7,"Excel,SQL",Healthcare,464098,392,Bachelor,Full-time,2026-05-30,71,Closed
3835,Software Engineer,Accenture,Chennai,Karnataka,India,Hybrid,Senior,7,3,15,"Azure,Python",IT Services,1386961,343,Master,Full-time,2026-03-17,51,Closed
3836,Business Analyst,Google,Chennai,Delhi,India,Hybrid,Associate,7,22,5,"Python,Pandas",Education,577776,437,Master,Full-time,2026-04-04,57,Open
3837,Software Engineer,TechNova,Bengaluru,Maharashtra,India,Remote,Senior,6,27,6,"Python,Pandas",Education,1766133,36,Bachelor,Contract,2026-01-21,88,Open
3838,Data Scientist,TCS,Mumbai,Telangana,India,Remote,Mid,8,5,11,"Excel,SQL",Healthcare,1367713,129,Bachelor,Internship,2026-05-05,66,Open
3839,BI Developer,TechNova,Bengaluru,Maharashtra,India,Hybrid,Associate,8,17,19,"Python,Pandas",IT Services,1513874,21,Bachelor,Contract,2026-02-17,75,Open
3840,ML Engineer,Zoho,Mumbai,Karnataka,India,Remote,Mid,3,5,15,"Tableau,SQL",Finance,935165,138,Master,Contract,2026-01-08,83,Open
3841,Software Engineer,TCS,Chennai,Delhi,India,Remote,Senior,7,15,18,"Python,Pandas",Retail,661325,335,Bachelor,Full-time,2026-06-15,87,Closed
3842,Software Engineer,Amazon,Chennai,Tamil Nadu,India,Hybrid,Senior,3,15,12,"Python,Pandas",Retail,1264695,192,Bachelor,Internship,2026-02-26,70,Open
3843,Business Analyst,Capgemini,Delhi,Delhi,India,Hybrid,Senior,4,28,5,"Power BI,SQL",Education,839609,184,Bachelor,Contract,2026-04-10,96,Closed
3844,Business Analyst,Microsoft,Hyderabad,Tamil Nadu,India,Remote,Entry,8,25,20,"Excel,SQL",Finance,637567,91,Master,Contract,2026-02-16,92,Open
3845,Business Analyst,Amazon,Bengaluru,Karnataka,India,Onsite,Entry,0,7,20,"Tableau,SQL",Retail,1604203,135,Master,Contract,2026-04-10,61,Closed
3846,Business Analyst,Infosys,Bengaluru,Delhi,India,Remote,Entry,6,9,15,"Azure,Python",Retail,418887,168,Bachelor,Internship,2026-04-15,69,Open
3847,BI Developer,TechNova,Hyderabad,Maharashtra,India,Onsite,Mid,6,18,10,"Python,Pandas",Finance,1450150,468,Bachelor,Internship,2026-06-14,77,Closed
3848,ML Engineer,Microsoft,Mumbai,Tamil Nadu,India,Onsite,Senior,4,25,15,"Excel,SQL",Retail,423923,19,Master,Full-time,2026-04-08,76,Open
3849,Data Analyst,Infosys,Chennai,Telangana,India,Remote,Associate,5,8,10,"Power BI,SQL",IT Services,339280,202,Bachelor,Internship,2026-03-21,54,Open
3850,Data Scientist,Capgemini,Mumbai,Karnataka,India,Onsite,Mid,0,14,20,"Tableau,SQL",Education,593825,0,Master,Internship,2026-05-02,66,Open
3851,BI Developer,Amazon,Chennai,Maharashtra,India,Remote,Entry,5,23,10,"Python,Pandas",Healthcare,971297,399,Bachelor,Full-time,2026-01-13,60,Open
3852,BI Developer,TechNova,Bengaluru,Maharashtra,India,Hybrid,Mid,4,23,4,"Power BI,SQL",Healthcare,1659702,112,Bachelor,Internship,2026-03-28,73,Open
3853,Data Analyst,Accenture,Hyderabad,Maharashtra,India,Remote,Associate,2,10,8,"Python,Pandas",Education,1676224,266,Bachelor,Full-time,2026-01-07,87,Open
3854,ML Engineer,Infosys,Mumbai,Maharashtra,India,Onsite,Mid,8,27,15,"Power BI,SQL",Finance,535777,59,Master,Contract,2026-06-11,79,Closed
3855,ML Engineer,Zoho,Pune,Maharashtra,India,Onsite,Senior,3,30,20,"Python,SQL",Retail,689770,440,Bachelor,Contract,2026-02-13,80,Closed
3856,ML Engineer,Capgemini,Delhi,Telangana,India,Hybrid,Senior,8,15,18,"Excel,SQL",Education,438437,304,Bachelor,Internship,2026-01-27,81,Open
3857,Data Scientist,Google,Delhi,Delhi,India,Hybrid,Entry,0,17,5,"Python,SQL",Healthcare,962430,115,Master,Internship,2026-02-06,92,Closed
3858,BI Developer,TCS,Pune,Delhi,India,Onsite,Associate,3,3,4,"Power BI,SQL",Healthcare,745875,500,Bachelor,Full-time,2026-06-29,96,Open
3859,BI Developer,Google,Mumbai,Maharashtra,India,Hybrid,Associate,1,26,15,"Tableau,SQL",Healthcare,788616,488,Master,Internship,2026-03-26,61,Open
3860,BI Developer,Amazon,Pune,Delhi,India,Hybrid,Mid,5,25,20,"Power BI,SQL",Healthcare,632183,272,Bachelor,Internship,2026-03-28,61,Closed
3861,Data Scientist,TCS,Chennai,Tamil Nadu,India,Onsite,Entry,3,4,18,"Python,SQL",IT Services,1112137,40,Bachelor,Full-time,2026-05-12,78,Closed
3862,Data Analyst,TCS,Chennai,Maharashtra,India,Remote,Mid,0,16,6,"Power BI,SQL",Education,662903,16,Master,Contract,2026-05-25,53,Open
3863,Business Analyst,TCS,Bengaluru,Maharashtra,India,Remote,Entry,0,29,17,"Python,Pandas",Healthcare,1731407,393,Master,Contract,2026-03-01,72,Closed
3864,Business Analyst,Amazon,Hyderabad,Karnataka,India,Onsite,Entry,8,12,10,"Power BI,SQL",IT Services,757825,189,Bachelor,Full-time,2026-05-05,82,Open
3865,BI Developer,Capgemini,Delhi,Tamil Nadu,India,Onsite,Senior,1,4,11,"Python,SQL",Education,626524,253,Master,Contract,2026-03-04,51,Closed
3866,ML Engineer,Capgemini,Mumbai,Karnataka,India,Onsite,Entry,2,27,6,"Power BI,SQL",IT Services,969334,306,Bachelor,Internship,2026-03-24,79,Closed
3867,Data Analyst,Capgemini,Mumbai,Telangana,India,Onsite,Senior,5,28,9,"Azure,Python",Education,1151670,278,Bachelor,Full-time,2026-03-27,93,Open
3868,ML Engineer,TechNova,Delhi,Tamil Nadu,India,Hybrid,Senior,0,17,17,"Tableau,SQL",Retail,1342509,44,Master,Internship,2026-03-23,84,Open
3869,BI Developer,Amazon,Hyderabad,Tamil Nadu,India,Hybrid,Senior,8,16,7,"Python,Pandas",Education,549661,344,Bachelor,Contract,2026-03-06,58,Closed
3870,Business Analyst,Infosys,Chennai,Maharashtra,India,Onsite,Senior,8,24,9,"Azure,Python",Retail,1144154,125,Bachelor,Contract,2026-06-17,78,Open
3871,BI Developer,Google,Chennai,Karnataka,India,Onsite,Associate,8,18,6,"Azure,Python",Education,546420,361,Master,Full-time,2026-05-24,87,Open
3872,Data Scientist,Infosys,Mumbai,Delhi,India,Hybrid,Senior,0,13,17,"Python,SQL",Finance,422232,258,Master,Internship,2026-03-12,67,Open
3873,BI Developer,Infosys,Bengaluru,Telangana,India,Onsite,Associate,8,25,19,"Python,Pandas",Retail,551372,263,Bachelor,Internship,2026-02-10,68,Open
3874,Business Analyst,TCS,Chennai,Maharashtra,India,Hybrid,Entry,7,5,10,"Azure,Python",IT Services,758609,31,Bachelor,Contract,2026-02-07,75,Closed
3875,Data Analyst,Microsoft,Pune,Delhi,India,Hybrid,Senior,7,19,19,"Excel,SQL",Finance,414212,72,Bachelor,Contract,2026-02-25,77,Open
3876,ML Engineer,Microsoft,Hyderabad,Delhi,India,Remote,Associate,3,7,4,"Python,Pandas",Education,1570844,290,Master,Full-time,2026-06-19,90,Open
3877,Business Analyst,Google,Delhi,Tamil Nadu,India,Onsite,Entry,2,16,18,"Python,Pandas",Healthcare,1014883,210,Bachelor,Contract,2026-03-02,83,Open
3878,Data Analyst,Zoho,Chennai,Telangana,India,Remote,Associate,2,9,16,"Tableau,SQL",Healthcare,1482530,135,Master,Internship,2026-06-23,54,Closed
3879,Data Analyst,Amazon,Chennai,Tamil Nadu,India,Hybrid,Senior,5,27,17,"Power BI,SQL",Healthcare,633279,91,Master,Internship,2026-04-26,72,Open
3880,Data Analyst,TCS,Delhi,Karnataka,India,Remote,Entry,1,11,13,"Python,SQL",Healthcare,1707537,246,Bachelor,Internship,2026-05-01,57,Closed
3881,Data Analyst,Wipro,Delhi,Maharashtra,India,Remote,Entry,5,18,13,"Tableau,SQL",Education,1445221,104,Bachelor,Full-time,2026-06-07,68,Open
3882,Data Analyst,Wipro,Mumbai,Maharashtra,India,Hybrid,Senior,6,20,6,"Power BI,SQL",Education,617935,164,Master,Contract,2026-06-21,57,Open
3883,BI Developer,Amazon,Chennai,Delhi,India,Onsite,Entry,2,26,15,"Python,SQL",IT Services,761008,57,Bachelor,Internship,2026-01-12,65,Closed
3884,ML Engineer,TCS,Chennai,Karnataka,India,Onsite,Associate,0,4,15,"Tableau,SQL",Retail,834456,395,Master,Contract,2026-03-26,88,Open
3885,ML Engineer,Google,Mumbai,Maharashtra,India,Hybrid,Entry,6,21,16,"Python,SQL",IT Services,901190,487,Bachelor,Contract,2026-05-25,68,Closed
3886,ML Engineer,Microsoft,Mumbai,Maharashtra,India,Onsite,Associate,8,12,4,"Power BI,SQL",Education,1569399,378,Bachelor,Contract,2026-02-14,96,Closed
3887,Software Engineer,Wipro,Bengaluru,Tamil Nadu,India,Hybrid,Entry,7,12,4,"Python,Pandas",Retail,1734301,495,Bachelor,Contract,2026-04-29,74,Open
3888,ML Engineer,Capgemini,Pune,Delhi,India,Onsite,Associate,6,25,12,"Azure,Python",Education,1040269,468,Master,Internship,2026-04-08,90,Closed
3889,Business Analyst,Microsoft,Delhi,Telangana,India,Remote,Entry,8,19,9,"Excel,SQL",Education,1451949,119,Bachelor,Contract,2026-02-09,61,Open
3890,ML Engineer,Microsoft,Hyderabad,Delhi,India,Onsite,Associate,2,19,15,"Power BI,SQL",Finance,1670931,114,Master,Full-time,2026-02-01,87,Open
3891,BI Developer,Wipro,Chennai,Telangana,India,Hybrid,Mid,5,20,18,"Python,Pandas",Retail,915383,468,Bachelor,Contract,2026-02-16,59,Open
3892,Data Scientist,Wipro,Chennai,Tamil Nadu,India,Remote,Mid,3,20,16,"Power BI,SQL",Healthcare,1201564,244,Master,Full-time,2026-02-04,63,Closed
3893,Business Analyst,Google,Mumbai,Telangana,India,Hybrid,Senior,4,15,5,"Python,Pandas",Finance,651048,289,Bachelor,Contract,2026-06-14,94,Open
3894,Software Engineer,Accenture,Mumbai,Delhi,India,Remote,Entry,6,13,7,"Tableau,SQL",Education,988137,203,Master,Internship,2026-01-26,84,Open
3895,Business Analyst,Accenture,Mumbai,Karnataka,India,Remote,Associate,6,26,12,"Power BI,SQL",Education,1119913,212,Bachelor,Internship,2026-04-23,95,Open
3896,Data Scientist,Infosys,Bengaluru,Telangana,India,Hybrid,Mid,1,7,8,"Tableau,SQL",Finance,914746,23,Bachelor,Contract,2026-01-06,50,Open
3897,BI Developer,TechNova,Mumbai,Telangana,India,Remote,Senior,3,16,4,"Python,Pandas",Retail,1134880,204,Master,Contract,2026-03-29,90,Open
3898,Data Scientist,Wipro,Chennai,Telangana,India,Remote,Associate,7,28,10,"Python,SQL",Healthcare,1488277,234,Bachelor,Full-time,2026-01-01,67,Open
3899,Data Scientist,Google,Pune,Delhi,India,Onsite,Senior,3,27,15,"Tableau,SQL",Healthcare,412847,195,Master,Full-time,2026-01-14,90,Closed
3900,Software Engineer,Capgemini,Pune,Maharashtra,India,Remote,Entry,0,22,15,"Power BI,SQL",Retail,1520989,73,Master,Internship,2026-04-30,60,Open
3901,Data Analyst,Amazon,Bengaluru,Tamil Nadu,India,Remote,Mid,4,26,17,"Python,Pandas",Retail,1709886,441,Master,Full-time,2026-05-04,84,Open
3902,Data Scientist,Amazon,Delhi,Telangana,India,Remote,Associate,3,20,6,"Excel,SQL",Finance,564205,212,Bachelor,Contract,2026-02-23,68,Open
3903,BI Developer,TechNova,Pune,Telangana,India,Remote,Senior,5,4,14,"Tableau,SQL",Healthcare,1275239,17,Bachelor,Internship,2026-02-26,90,Closed
3904,Business Analyst,Microsoft,Chennai,Telangana,India,Onsite,Entry,4,20,11,"Azure,Python",Retail,1456305,201,Bachelor,Internship,2026-03-24,60,Closed
3905,Software Engineer,Infosys,Pune,Karnataka,India,Remote,Mid,5,27,15,"Python,Pandas",Healthcare,1208244,392,Master,Full-time,2026-06-13,87,Closed
3906,Data Scientist,Zoho,Chennai,Delhi,India,Onsite,Mid,6,29,18,"Excel,SQL",Healthcare,989705,52,Master,Contract,2026-04-28,66,Closed
3907,Software Engineer,Zoho,Delhi,Maharashtra,India,Remote,Senior,4,28,5,"Azure,Python",Retail,404464,37,Master,Contract,2026-01-04,86,Open
3908,Data Analyst,TCS,Delhi,Maharashtra,India,Remote,Associate,1,14,15,"Azure,Python",Retail,1618657,247,Master,Contract,2026-04-24,63,Open
3909,ML Engineer,Zoho,Delhi,Maharashtra,India,Remote,Associate,6,30,18,"Python,SQL",Retail,672934,454,Master,Internship,2026-03-28,94,Closed
3910,ML Engineer,Google,Delhi,Tamil Nadu,India,Onsite,Entry,2,29,15,"Python,SQL",Finance,1040281,260,Bachelor,Contract,2026-03-10,58,Open
3911,Software Engineer,Microsoft,Hyderabad,Karnataka,India,Remote,Associate,2,28,19,"Power BI,SQL",Retail,1278146,96,Bachelor,Contract,2026-06-13,64,Open
3912,ML Engineer,Capgemini,Hyderabad,Karnataka,India,Hybrid,Associate,1,18,4,"Azure,Python",Healthcare,1750844,74,Master,Contract,2026-04-18,66,Closed
3913,Data Analyst,Accenture,Bengaluru,Telangana,India,Hybrid,Senior,7,22,16,"Azure,Python",IT Services,1029039,470,Master,Full-time,2026-01-25,54,Open
3914,BI Developer,Capgemini,Pune,Telangana,India,Onsite,Mid,6,17,4,"Python,Pandas",Finance,1265318,257,Master,Internship,2026-03-01,50,Open
3915,BI Developer,Zoho,Delhi,Tamil Nadu,India,Hybrid,Senior,2,11,5,"Python,Pandas",IT Services,1347565,193,Master,Contract,2026-04-02,94,Closed
3916,Data Analyst,Wipro,Chennai,Tamil Nadu,India,Hybrid,Entry,2,7,11,"Azure,Python",Education,660162,451,Bachelor,Internship,2026-04-27,69,Closed
3917,Software Engineer,TCS,Hyderabad,Tamil Nadu,India,Onsite,Senior,4,26,6,"Python,Pandas",Finance,779430,350,Master,Internship,2026-06-02,81,Closed
3918,Data Scientist,Accenture,Pune,Maharashtra,India,Hybrid,Senior,3,6,10,"Python,Pandas",Finance,1527625,226,Master,Internship,2026-03-03,60,Closed
3919,BI Developer,TCS,Delhi,Karnataka,India,Hybrid,Mid,1,18,15,"Python,SQL",Healthcare,790540,440,Master,Contract,2026-01-28,78,Open
3920,Data Scientist,Microsoft,Delhi,Maharashtra,India,Onsite,Mid,1,16,13,"Python,SQL",Healthcare,958792,365,Bachelor,Full-time,2026-04-03,94,Closed
3921,ML Engineer,Microsoft,Chennai,Maharashtra,India,Hybrid,Associate,6,5,20,"Python,SQL",Finance,853190,42,Bachelor,Contract,2026-02-19,57,Closed
3922,Data Analyst,Zoho,Pune,Maharashtra,India,Onsite,Entry,4,18,9,"Tableau,SQL",Healthcare,772472,318,Bachelor,Contract,2026-02-01,98,Open
3923,ML Engineer,Infosys,Bengaluru,Telangana,India,Remote,Senior,7,27,10,"Azure,Python",Healthcare,666786,141,Master,Internship,2026-01-31,78,Open
3924,Business Analyst,Zoho,Mumbai,Tamil Nadu,India,Remote,Mid,4,7,6,"Python,SQL",Healthcare,830510,377,Bachelor,Contract,2026-04-22,64,Open
3925,Data Analyst,Accenture,Hyderabad,Maharashtra,India,Remote,Associate,4,18,15,"Python,Pandas",Finance,728689,108,Bachelor,Full-time,2026-01-22,70,Closed
3926,Software Engineer,Amazon,Chennai,Delhi,India,Hybrid,Entry,0,16,4,"Python,Pandas",Healthcare,1574674,224,Master,Internship,2026-05-12,76,Closed
3927,BI Developer,Accenture,Delhi,Delhi,India,Remote,Senior,4,4,10,"Python,Pandas",Retail,568524,353,Master,Internship,2026-05-23,72,Open
3928,Software Engineer,Infosys,Bengaluru,Telangana,India,Remote,Mid,1,25,6,"Tableau,SQL",Finance,1046401,179,Bachelor,Contract,2026-04-05,81,Closed
3929,Software Engineer,Wipro,Delhi,Delhi,India,Remote,Senior,5,27,19,"Python,SQL",Retail,979118,174,Master,Contract,2026-05-01,83,Open
3930,ML Engineer,Amazon,Chennai,Karnataka,India,Remote,Associate,6,17,15,"Tableau,SQL",Retail,1082100,273,Master,Full-time,2026-04-22,90,Open
3931,Data Scientist,Accenture,Hyderabad,Tamil Nadu,India,Onsite,Mid,3,27,5,"Python,SQL",Healthcare,1028762,484,Bachelor,Internship,2026-03-06,86,Closed
3932,BI Developer,Capgemini,Mumbai,Delhi,India,Remote,Senior,7,3,12,"Tableau,SQL",Finance,1364171,479,Master,Full-time,2026-06-12,94,Open
3933,Business Analyst,Infosys,Delhi,Tamil Nadu,India,Onsite,Associate,6,21,17,"Python,Pandas",Healthcare,771348,486,Bachelor,Internship,2026-01-05,95,Closed
3934,Data Scientist,Accenture,Pune,Karnataka,India,Onsite,Entry,4,11,13,"Excel,SQL",IT Services,519081,301,Master,Internship,2026-02-25,80,Closed
3935,BI Developer,Amazon,Chennai,Tamil Nadu,India,Remote,Entry,1,24,11,"Power BI,SQL",Healthcare,998325,127,Bachelor,Contract,2026-05-01,95,Closed
3936,BI Developer,Zoho,Delhi,Karnataka,India,Remote,Entry,4,27,16,"Power BI,SQL",Finance,1566412,49,Master,Internship,2026-03-22,69,Closed
3937,Data Scientist,Infosys,Mumbai,Delhi,India,Onsite,Mid,8,7,18,"Tableau,SQL",Education,1395016,36,Bachelor,Full-time,2026-03-18,56,Closed
3938,Data Scientist,Google,Mumbai,Tamil Nadu,India,Hybrid,Associate,8,23,10,"Python,Pandas",IT Services,568533,273,Master,Contract,2026-06-20,82,Closed
3939,ML Engineer,Microsoft,Bengaluru,Tamil Nadu,India,Onsite,Senior,6,14,12,"Power BI,SQL",Healthcare,865368,51,Bachelor,Internship,2026-04-19,77,Closed
3940,Business Analyst,Microsoft,Chennai,Maharashtra,India,Onsite,Entry,6,26,9,"Tableau,SQL",Finance,1509648,483,Master,Contract,2026-06-17,62,Closed
3941,Software Engineer,Accenture,Hyderabad,Delhi,India,Hybrid,Mid,8,13,16,"Python,SQL",Education,1325480,165,Bachelor,Internship,2026-02-13,63,Open
3942,Software Engineer,Capgemini,Delhi,Karnataka,India,Hybrid,Entry,5,6,19,"Power BI,SQL",Healthcare,766987,300,Master,Full-time,2026-05-23,84,Open
3943,Data Analyst,Amazon,Mumbai,Karnataka,India,Remote,Senior,5,30,14,"Power BI,SQL",Retail,836587,327,Bachelor,Internship,2026-02-27,55,Closed
3944,BI Developer,Wipro,Pune,Maharashtra,India,Onsite,Associate,0,17,8,"Python,Pandas",Retail,1185334,227,Bachelor,Contract,2026-03-17,54,Open
3945,Data Analyst,Microsoft,Chennai,Delhi,India,Hybrid,Mid,4,4,4,"Power BI,SQL",IT Services,1282753,475,Master,Full-time,2026-05-05,62,Closed
3946,Data Analyst,TechNova,Bengaluru,Tamil Nadu,India,Onsite,Senior,1,8,14,"Azure,Python",Retail,661946,464,Bachelor,Full-time,2026-02-12,62,Open
3947,Data Scientist,Google,Pune,Maharashtra,India,Hybrid,Senior,4,21,18,"Python,SQL",Healthcare,634742,272,Master,Full-time,2026-04-18,90,Open
3948,ML Engineer,Infosys,Bengaluru,Karnataka,India,Onsite,Entry,5,6,16,"Power BI,SQL",Retail,1341366,489,Master,Contract,2026-05-29,65,Open
3949,Data Scientist,Infosys,Hyderabad,Tamil Nadu,India,Onsite,Associate,0,8,15,"Azure,Python",IT Services,554075,454,Master,Internship,2026-05-21,74,Open
3950,Data Scientist,TCS,Hyderabad,Telangana,India,Hybrid,Senior,6,27,10,"Tableau,SQL",Finance,1587155,180,Bachelor,Full-time,2026-01-12,86,Closed
3951,Software Engineer,Capgemini,Bengaluru,Telangana,India,Remote,Mid,2,8,7,"Tableau,SQL",Finance,1556143,470,Bachelor,Internship,2026-06-13,60,Closed
3952,BI Developer,Capgemini,Pune,Karnataka,India,Remote,Mid,4,14,5,"Power BI,SQL",IT Services,1439321,188,Bachelor,Contract,2026-06-18,56,Open
3953,Data Analyst,Wipro,Pune,Delhi,India,Hybrid,Associate,0,5,10,"Power BI,SQL",IT Services,964509,399,Bachelor,Contract,2026-03-15,98,Closed
3954,Software Engineer,TCS,Delhi,Maharashtra,India,Hybrid,Associate,1,16,9,"Tableau,SQL",Education,642389,154,Master,Contract,2026-03-03,84,Open
3955,Data Analyst,Google,Delhi,Maharashtra,India,Remote,Associate,3,14,14,"Azure,Python",Healthcare,446567,388,Bachelor,Full-time,2026-01-24,98,Open
3956,Software Engineer,Google,Chennai,Telangana,India,Hybrid,Entry,7,6,15,"Python,Pandas",Retail,1724078,239,Master,Internship,2026-01-23,82,Open
3957,Data Scientist,Infosys,Delhi,Karnataka,India,Remote,Associate,5,19,16,"Excel,SQL",Education,1580177,147,Bachelor,Contract,2026-06-26,57,Closed
3958,Business Analyst,TechNova,Chennai,Delhi,India,Onsite,Associate,3,18,5,"Python,Pandas",Retail,304476,308,Master,Contract,2026-06-11,82,Open
3959,BI Developer,TCS,Bengaluru,Tamil Nadu,India,Onsite,Mid,1,27,11,"Excel,SQL",Finance,1503443,447,Master,Contract,2026-03-05,83,Closed
3960,Data Scientist,TechNova,Delhi,Karnataka,India,Hybrid,Entry,7,21,11,"Power BI,SQL",IT Services,1010808,240,Bachelor,Full-time,2026-02-28,79,Open
3961,ML Engineer,TCS,Hyderabad,Maharashtra,India,Onsite,Associate,8,12,19,"Power BI,SQL",Finance,1259850,244,Master,Full-time,2026-01-27,61,Open
3962,Software Engineer,TCS,Pune,Tamil Nadu,India,Onsite,Senior,6,18,12,"Azure,Python",Healthcare,1269513,356,Bachelor,Contract,2026-02-28,95,Closed
3963,Software Engineer,Accenture,Bengaluru,Karnataka,India,Hybrid,Mid,7,23,11,"Python,Pandas",IT Services,1246303,170,Bachelor,Contract,2026-06-01,93,Open
3964,Data Analyst,Zoho,Hyderabad,Tamil Nadu,India,Onsite,Senior,2,14,14,"Python,SQL",Retail,683817,460,Master,Internship,2026-01-12,98,Open
3965,Business Analyst,Microsoft,Mumbai,Telangana,India,Remote,Mid,7,8,4,"Python,Pandas",IT Services,844495,388,Master,Full-time,2026-05-18,56,Closed
3966,Business Analyst,Wipro,Mumbai,Delhi,India,Remote,Senior,8,23,11,"Tableau,SQL",Healthcare,1142445,178,Master,Contract,2026-06-14,69,Open
3967,Data Analyst,TechNova,Mumbai,Telangana,India,Hybrid,Entry,1,10,18,"Azure,Python",Education,845396,122,Bachelor,Full-time,2026-05-02,71,Open
3968,Software Engineer,TCS,Bengaluru,Delhi,India,Onsite,Mid,7,26,11,"Excel,SQL",Healthcare,1436202,393,Master,Contract,2026-04-30,61,Open
3969,Business Analyst,Amazon,Mumbai,Maharashtra,India,Onsite,Mid,7,17,12,"Excel,SQL",Healthcare,1089407,257,Bachelor,Contract,2026-01-14,75,Open
3970,ML Engineer,TechNova,Hyderabad,Tamil Nadu,India,Remote,Associate,2,11,15,"Azure,Python",IT Services,626112,338,Master,Internship,2026-06-09,95,Closed
3971,Business Analyst,TCS,Pune,Tamil Nadu,India,Onsite,Senior,7,23,12,"Azure,Python",Finance,867423,32,Master,Internship,2026-05-27,83,Closed
3972,ML Engineer,Amazon,Chennai,Maharashtra,India,Remote,Entry,1,8,12,"Excel,SQL",Education,1750901,315,Bachelor,Full-time,2026-06-14,59,Closed
3973,Data Scientist,Capgemini,Pune,Delhi,India,Remote,Entry,1,13,18,"Tableau,SQL",Healthcare,1760358,17,Master,Internship,2026-05-03,61,Open
3974,Data Scientist,Capgemini,Bengaluru,Karnataka,India,Onsite,Associate,7,22,11,"Python,SQL",Finance,628512,241,Bachelor,Internship,2026-06-04,67,Open
3975,ML Engineer,Capgemini,Delhi,Tamil Nadu,India,Remote,Senior,6,20,10,"Tableau,SQL",Finance,895893,281,Master,Full-time,2026-06-09,54,Open
3976,Data Scientist,Google,Delhi,Tamil Nadu,India,Hybrid,Associate,1,10,18,"Azure,Python",Education,508941,73,Bachelor,Contract,2026-01-31,93,Closed
3977,Business Analyst,Zoho,Bengaluru,Maharashtra,India,Hybrid,Entry,3,30,4,"Azure,Python",IT Services,1515466,126,Master,Full-time,2026-06-21,75,Closed
3978,Data Scientist,Zoho,Bengaluru,Tamil Nadu,India,Remote,Entry,8,9,6,"Python,Pandas",Finance,352803,324,Bachelor,Internship,2026-03-26,61,Closed
3979,BI Developer,Wipro,Mumbai,Tamil Nadu,India,Onsite,Associate,3,21,4,"Azure,Python",Finance,897798,133,Master,Contract,2026-01-13,71,Open
3980,Software Engineer,Amazon,Mumbai,Maharashtra,India,Hybrid,Entry,6,6,9,"Power BI,SQL",Healthcare,939054,189,Master,Full-time,2026-06-11,97,Open
3981,ML Engineer,Microsoft,Bengaluru,Delhi,India,Onsite,Entry,5,30,12,"Excel,SQL",Healthcare,513151,51,Bachelor,Full-time,2026-01-20,63,Closed
3982,Business Analyst,Wipro,Delhi,Tamil Nadu,India,Onsite,Associate,2,27,13,"Excel,SQL",Finance,1750796,474,Master,Full-time,2026-01-30,81,Closed
3983,Software Engineer,Wipro,Mumbai,Telangana,India,Remote,Entry,2,22,19,"Python,Pandas",Education,1751952,332,Master,Contract,2026-02-26,94,Open
3984,ML Engineer,Capgemini,Delhi,Tamil Nadu,India,Onsite,Senior,4,15,18,"Python,SQL",Education,1654334,267,Bachelor,Internship,2026-05-08,88,Closed
3985,Data Scientist,TCS,Mumbai,Karnataka,India,Hybrid,Mid,6,6,12,"Excel,SQL",Retail,1553743,35,Master,Full-time,2026-02-28,54,Closed
3986,Software Engineer,TCS,Delhi,Maharashtra,India,Hybrid,Senior,4,12,13,"Python,SQL",Finance,524082,162,Master,Full-time,2026-04-23,85,Closed
3987,Software Engineer,TCS,Delhi,Delhi,India,Onsite,Associate,6,8,14,"Tableau,SQL",IT Services,770537,239,Master,Contract,2026-06-13,73,Open
3988,Business Analyst,TechNova,Pune,Tamil Nadu,India,Onsite,Entry,1,21,5,"Azure,Python",IT Services,1479703,176,Bachelor,Internship,2026-02-19,83,Open
3989,Data Scientist,Amazon,Hyderabad,Delhi,India,Remote,Senior,0,4,14,"Power BI,SQL",Retail,1563229,346,Bachelor,Full-time,2026-05-30,58,Open
3990,Data Analyst,Amazon,Hyderabad,Telangana,India,Onsite,Senior,8,27,6,"Azure,Python",Healthcare,919821,474,Bachelor,Contract,2026-02-06,79,Closed
3991,ML Engineer,Infosys,Pune,Delhi,India,Onsite,Entry,8,4,4,"Excel,SQL",Education,829044,450,Master,Contract,2026-06-15,55,Open
3992,Data Scientist,Google,Hyderabad,Karnataka,India,Hybrid,Senior,4,24,5,"Excel,SQL",Finance,1252770,40,Master,Contract,2026-01-19,89,Closed
3993,Software Engineer,Capgemini,Delhi,Telangana,India,Hybrid,Associate,7,7,6,"Power BI,SQL",Education,1167341,467,Master,Contract,2026-04-15,83,Closed
3994,Data Analyst,Accenture,Delhi,Tamil Nadu,India,Hybrid,Mid,3,12,11,"Python,Pandas",IT Services,1648658,93,Bachelor,Contract,2026-06-05,52,Closed
3995,Data Scientist,Google,Pune,Maharashtra,India,Onsite,Associate,3,18,8,"Tableau,SQL",Finance,765773,108,Master,Internship,2026-01-09,90,Open
3996,ML Engineer,Infosys,Hyderabad,Tamil Nadu,India,Remote,Entry,4,23,5,"Power BI,SQL",Education,1158842,424,Master,Contract,2026-05-06,52,Closed
3997,Software Engineer,Zoho,Hyderabad,Karnataka,India,Remote,Entry,7,4,19,"Python,Pandas",Education,553951,228,Master,Contract,2026-01-18,87,Open
